TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2025-03-23 16:35:30
 Time  , DY+ , D2Y+ , F2X+ , F2Y+ 
 S  , mm , mm , kN , kN 
0.5499997 ,-42.398498999999994,  4.752876 , -99.86418 ,-3.1209803012000004
0.5549996 ,-42.398498999999994,  4.752876 , -99.90996 ,-3.1455550760500004
0.5599996 ,-42.398498999999994,  4.752876 , -99.86418 ,-3.0718307515000003
0.5649996 ,-42.398498999999994,  4.75135 , -99.93285 ,-3.1455550760500004
0.5699996 ,-42.398498999999994,  4.752876 , -99.90996 ,-3.1701298508999995
0.5749996 ,-42.391920999999996,  4.752113 , -99.88707 ,-3.1701298508999995
0.5799996 ,-42.4050885,  4.752876 , -99.86418 ,-3.1455550760500004
0.5849996 ,-42.391920999999996,  4.752876 , -99.88707 ,-3.1209803012000004
0.5899996 ,-42.398498999999994,  4.75135 , -99.88707 ,-3.1455550760500004
0.5949996 ,-42.398498999999994,  4.752494 , -99.88707 ,-3.1701298508999995
0.5999996 ,-42.391920999999996,  4.752113 , -99.90996 ,-3.1455550760500004
0.6049996 ,-42.398498999999994,  4.752494 , -99.90996 ,-3.1947035521
0.6099996 ,-42.398498999999994,  4.752494 , -99.88707 ,-3.1947035521
0.6149996 ,-42.398498999999994,  4.752113 , -99.90996 ,-3.1947035521
0.6199996 ,-42.398498999999994,  4.752494 , -99.88707 ,-3.1947035521
0.6249996 ,-42.398498999999994,  4.75135 , -99.88707 ,-3.1947035521
0.6299996 ,-42.398498999999994,  4.752113 , -99.86418 ,-3.1947035521
0.6349996 ,-42.398498999999994,  4.750968 , -99.84129 ,-3.21927832695
0.6399996 ,-42.398498999999994,  4.752113 , -99.86418 ,-3.1455550760500004
0.6449996 ,-42.4050885,  4.752113 , -99.93285 ,-3.1701298508999995
0.6499996 ,-42.398498999999994,  4.752113 , -99.93285 ,-3.1947035521
0.6549996 ,-42.4050885,  4.752494 , -99.84129 ,-3.1455550760500004
0.6599995 ,-42.4050885,  4.75135 , -99.90996 ,-3.21927832695
0.6649995 ,-42.4050885,  4.752494 , -99.93285 ,-3.21927832695
0.6699995 ,-42.398498999999994,  4.75135 , -99.90996 ,-3.21927832695
