TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-12-16 16:01:04
 Time  , DY+ , F2X+ , F2Y+ 
 S  , mm , kN , kN 
709.6517 , -38.04704 , -100.0015 ,-111.03328099999999
709.6567 , -38.05276 , -99.97862 ,-111.055494
709.6617 , -38.05276 , -100.0015 ,-111.055494
709.6667 , -38.05276 , -100.0015 ,-111.011068
709.6718 , -38.05276 , -99.95573 ,-111.055494
709.6768 , -38.05276 , -100.0244 ,-111.055494
709.6818 , -38.05276 , -99.95573 ,-111.055494
709.6868 , -38.05276 , -100.0015 ,-111.09992
709.6918 , -38.04704 , -99.97862 ,-111.055494
709.6968 , -38.05276 , -99.97862 ,-111.055494
709.7018 , -38.05276 , -99.97862 ,-111.055494
709.7068 , -38.04704 , -99.97862 ,-111.07770699999999
709.7118 , -38.04704 , -100.0015 ,-111.055494
709.7168 , -38.05276 , -99.97862 ,-111.07770699999999
709.7218 , -38.04704 , -100.0244 ,-111.03328099999999
709.7268 , -38.04704 , -99.97862 ,-111.055494
709.7318 , -38.05276 , -99.97862 ,-111.055494
709.7368 , -38.05849 , -100.0015 ,-111.055494
709.7418 , -38.05849 , -99.95573 ,-111.07770699999999
709.7468 , -38.05276 , -99.93285 ,-111.055494
709.7518 , -38.04704 , -99.97862 ,-111.011068
709.7568 , -38.05276 , -100.0015 ,-111.055494
709.7618 , -38.05276 , -99.95573 ,-111.03328099999999
709.7668 , -38.05276 , -99.95573 ,-111.03328099999999
709.7719 , -38.05276 , -100.0015 ,-111.03328099999999
709.7769 , -38.05849 , -99.95573 ,-111.07770699999999
709.7819 , -38.05849 , -99.95573 ,-111.07770699999999
709.7869 , -38.04704 , -99.95573 ,-111.055494
709.7919 , -38.05849 , -99.97862 ,-111.055494
709.7969 , -38.04704 , -99.97862 ,-111.011068
709.8019 , -38.05849 , -100.0015 ,-111.055494
709.8069 , -38.04704 , -100.0015 ,-111.011068
709.8119 , -38.05276 , -99.93285 ,-111.07770699999999
709.8169 , -38.05276 , -99.95573 ,-111.07770699999999
709.8219 , -38.05849 , -100.0244 ,-111.011068
709.8269 , -38.05849 , -100.0244 ,-111.03328099999999
709.8319 , -38.05276 , -100.0015 ,-111.07770699999999
709.8369 , -38.05276 , -100.0015 ,-111.055494
709.8419 , -38.05849 , -99.97862 ,-111.011068
709.8469 , -38.05849 , -99.93285 ,-111.09992
709.8519 , -38.05276 , -99.95573 ,-111.03328099999999
709.8569 , -38.05849 , -99.97862 ,-111.011068
709.8619 , -38.05849 , -100.0015 ,-111.03328099999999
709.8669 , -38.05276 , -100.0244 ,-111.055494
709.8719 , -38.05276 , -99.95573 ,-111.055494
709.877 , -38.05276 , -99.95573 ,-111.055494
709.882 , -38.05276 , -100.0244 ,-111.07770699999999
709.887 , -38.05276 , -100.0244 ,-111.055494
709.892 , -38.05276 , -99.97862 ,-111.055494
709.897 , -38.05276 , -99.97862 ,-111.07770699999999
709.902 , -38.04704 , -99.95573 ,-111.07770699999999
709.907 , -38.05276 , -99.95573 ,-111.011068
709.912 , -38.05276 , -99.97862 ,-111.03328099999999
709.917 , -38.05276 , -100.0244 ,-111.011068
709.922 , -38.05849 , -100.0244 ,-111.011068
709.927 , -38.05276 , -99.97862 ,-111.055494
709.932 , -38.06421 , -99.97862 ,-111.055494
709.937 , -38.04704 , -99.97862 ,-111.03328099999999
709.942 , -38.05276 , -99.93285 ,-111.03328099999999
709.947 , -38.05849 , -99.93285 ,-111.03328099999999
709.952 , -38.04704 , -99.95573 ,-111.03328099999999
709.957 , -38.05276 , -100.0015 ,-110.98885499999999
709.962 , -38.05849 , -100.0015 ,-111.055494
709.967 , -38.05276 , -99.97862 ,-111.055494
709.972 , -38.05276 , -99.93285 ,-111.03328099999999
709.9771 , -38.05849 , -99.97862 ,-111.011068
709.9821 , -38.05849 , -100.0015 ,-111.03328099999999
709.9871 , -38.04704 , -99.97862 ,-111.03328099999999
709.9921 , -38.05276 , -100.0015 ,-111.07770699999999
709.9971 , -38.05276 , -99.97862 ,-111.011068
710.0021 , -38.05276 , -99.97862 ,-111.011068
710.0071 , -38.05276 , -99.97862 ,-111.03328099999999
